,cities,lats,lngs,max_temp,humidity,cloudiness,wind_speed,country,date
307,dzaoudzi,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
308,padang,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
309,shangqiu,60.14,-45.24,281.89,62,68,0.91,GL,1595307327
310,ust-kuyga,60.14,-45.24,281.89,62,68,0.91,GL,1595307327
311,porbandar,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
312,seidu,60.14,-45.24,281.89,62,68,0.91,GL,1595307327
313,temple terrace,60.14,-45.24,281.89,62,68,0.91,GL,1595307327
314,utiroa,60.14,-45.24,281.89,62,68,0.91,GL,1595307327
315,svetlogorsk,60.14,-45.24,281.89,62,68,0.91,GL,1595307327
316,zozutla,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
317,borujerd,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
318,petatlan,60.14,-45.24,281.89,62,68,0.91,GL,1595307308
319,jinchang,60.14,-45.24,281.89,62,68,0.91,GL,1595307308
320,araouane,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
321,illapel,60.14,-45.24,281.89,62,68,0.91,GL,1595307327
322,viransehir,60.14,-45.24,281.89,62,68,0.91,GL,1595307308
323,soyo,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
324,sorland,60.14,-45.24,281.89,62,68,0.91,GL,1595307327
325,pemangkat,60.14,-45.24,281.89,62,68,0.91,GL,1595307327
326,erzin,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
327,antsohihy,60.14,-45.24,281.89,62,68,0.91,GL,1595307327
328,tiarei,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
329,berwick,60.14,-45.24,281.89,62,68,0.91,GL,1595307327
330,beroroha,60.14,-45.24,281.89,62,68,0.91,GL,1595307308
331,poum,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
332,muros,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
333,saint george,60.14,-45.24,281.89,62,68,0.91,GL,1595307308
334,sorong,60.14,-45.24,281.89,62,68,0.91,GL,1595307308
335,ostrovskoye,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
336,satipo,60.14,-45.24,281.89,62,68,0.91,GL,1595307327
337,hofn,60.14,-45.24,281.89,62,68,0.91,GL,1595307327
338,mpika,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
339,kashi,60.14,-45.24,281.89,62,68,0.91,GL,1595307308
340,abadan,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
341,chumikan,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
342,prince george,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
343,sorvag,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
344,dunedin,60.14,-45.24,281.89,62,68,0.91,GL,1595307327
345,mabaruma,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
346,nogliki,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
347,arrecife,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
348,mehendiganj,60.14,-45.24,281.89,62,68,0.91,GL,1595307308
349,yagodnoye,60.14,-45.24,281.89,62,68,0.91,GL,1595307327
350,wahran,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
351,pacific grove,60.14,-45.24,281.89,62,68,0.91,GL,1595307308
352,miramar,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
353,batemans bay,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
354,laela,60.14,-45.24,281.89,62,68,0.91,GL,1595307327
355,byron bay,60.14,-45.24,281.89,62,68,0.91,GL,1595307327
356,abha,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
357,jacobina,60.14,-45.24,281.89,62,68,0.91,GL,1595307308
358,lavrentiya,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
359,emba,60.14,-45.24,281.89,62,68,0.91,GL,1595307308
360,inhambane,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
361,bhilwara,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
362,omutinskoye,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
363,sisimiut,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
364,whitianga,60.14,-45.24,281.89,62,68,0.91,GL,1595307308
365,hithadhoo,60.14,-45.24,281.89,62,68,0.91,GL,1595307327
366,tougue,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
367,sribne,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
368,aketi,60.14,-45.24,281.89,62,68,0.91,GL,1595307327
369,portland,60.14,-45.24,281.89,62,68,0.91,GL,1595307327
370,narsaq,60.14,-45.24,281.89,62,68,0.91,GL,1595307327
371,klaksvik,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
372,quito,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
373,kiama,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
374,saint anthony,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
375,launceston,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
376,katsiveli,60.14,-45.24,281.89,62,68,0.91,GL,1595307327
377,kapoeta,60.14,-45.24,281.89,62,68,0.91,GL,1595307327
378,penzance,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
379,victor harbor,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
380,ye,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
381,lorengau,60.14,-45.24,281.89,62,68,0.91,GL,1595307308
382,am timan,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
383,axim,60.14,-45.24,281.89,62,68,0.91,GL,1595307308
384,tadine,60.14,-45.24,281.89,62,68,0.91,GL,1595307308
385,big spring,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
386,cap malheureux,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
387,council bluffs,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
388,guerrero negro,60.14,-45.24,281.89,62,68,0.91,GL,1595307308
389,marsala,60.14,-45.24,281.89,62,68,0.91,GL,1595307327
390,ambilobe,60.14,-45.24,281.89,62,68,0.91,GL,1595307327
391,carballo,60.14,-45.24,281.89,62,68,0.91,GL,1595307308
392,taoudenni,60.14,-45.24,281.89,62,68,0.91,GL,1595307308
393,umm lajj,60.14,-45.24,281.89,62,68,0.91,GL,1595307327
394,bilibino,60.14,-45.24,281.89,62,68,0.91,GL,1595307327
395,anadyr,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
396,clyde river,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
397,alegrete,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
398,yulara,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
399,kirovskiy,60.14,-45.24,281.89,62,68,0.91,GL,1595307327
400,boden,60.14,-45.24,281.89,62,68,0.91,GL,1595307308
401,evanston,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
402,palmas,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
403,wakkanai,60.14,-45.24,281.89,62,68,0.91,GL,1595307327
404,tevaitoa,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
405,road town,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
406,paamiut,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
407,fortuna,60.14,-45.24,281.89,62,68,0.91,GL,1595307327
408,toora-khem,60.14,-45.24,281.89,62,68,0.91,GL,1595307308
409,sayan,60.14,-45.24,281.89,62,68,0.91,GL,1595307327
410,wanning,60.14,-45.24,281.89,62,68,0.91,GL,1595307327
411,pimentel,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
412,mahon,60.14,-45.24,281.89,62,68,0.91,GL,1595307327
413,keningau,60.14,-45.24,281.89,62,68,0.91,GL,1595307308
414,tambul,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
415,copala,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
416,hajnowka,60.14,-45.24,281.89,62,68,0.91,GL,1595307308
417,los llanos de aridane,60.14,-45.24,281.89,62,68,0.91,GL,1595307308
418,fuyang,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
419,lloret de mar,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
420,russell,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
421,ilulissat,60.14,-45.24,281.89,62,68,0.91,GL,1595307327
422,itoman,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
423,kumluca,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
424,temaraia,60.14,-45.24,281.89,62,68,0.91,GL,1595307327
425,roebourne,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
426,ketchikan,60.14,-45.24,281.89,62,68,0.91,GL,1595307308
427,huarmey,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
428,tezu,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
429,vanavara,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
430,salme,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
431,lokomotivnyy,60.14,-45.24,281.89,62,68,0.91,GL,1595307308
432,dhidhdhoo,60.14,-45.24,281.89,62,68,0.91,GL,1595307308
433,ixtahuacan,60.14,-45.24,281.89,62,68,0.91,GL,1595307308
434,misratah,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
435,kushima,60.14,-45.24,281.89,62,68,0.91,GL,1595307308
436,thaba nchu,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
437,jacareacanga,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
438,san sebastian,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
439,galiwinku,60.14,-45.24,281.89,62,68,0.91,GL,1595307327
440,kingston,60.14,-45.24,281.89,62,68,0.91,GL,1595307327
441,la rioja,60.14,-45.24,281.89,62,68,0.91,GL,1595307327
442,beringovskiy,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
443,sembe,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
444,sola,60.14,-45.24,281.89,62,68,0.91,GL,1595307308
445,champerico,60.14,-45.24,281.89,62,68,0.91,GL,1595307308
446,isangel,60.14,-45.24,281.89,62,68,0.91,GL,1595307327
447,burkhala,60.14,-45.24,281.89,62,68,0.91,GL,1595307327
448,marcona,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
449,manchenky,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
450,codrington,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
451,jalu,60.14,-45.24,281.89,62,68,0.91,GL,1595307308
452,nizhniy kuranakh,60.14,-45.24,281.89,62,68,0.91,GL,1595307308
453,fez,60.14,-45.24,281.89,62,68,0.91,GL,1595307308
454,awjilah,60.14,-45.24,281.89,62,68,0.91,GL,1595307327
455,constitucion,60.14,-45.24,281.89,62,68,0.91,GL,1595307308
456,corinto,60.14,-45.24,281.89,62,68,0.91,GL,1595307327
457,smithers,60.14,-45.24,281.89,62,68,0.91,GL,1595307327
458,helena,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
459,buje,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
460,coahuayana,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
461,viru,60.14,-45.24,281.89,62,68,0.91,GL,1595307308
462,sioux lookout,60.14,-45.24,281.89,62,68,0.91,GL,1595307327
463,luanda,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
464,aden,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
465,miraflores,60.14,-45.24,281.89,62,68,0.91,GL,1595307308
466,soron,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
467,kloulklubed,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
468,turayf,60.14,-45.24,281.89,62,68,0.91,GL,1595307327
469,tumannyy,60.14,-45.24,281.89,62,68,0.91,GL,1595307308
470,panaba,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
471,pochutla,60.14,-45.24,281.89,62,68,0.91,GL,1595307308
472,atherton,60.14,-45.24,281.89,62,68,0.91,GL,1595307327
473,weihai,60.14,-45.24,281.89,62,68,0.91,GL,1595307308
474,chernyakhiv,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
475,saiha,60.14,-45.24,281.89,62,68,0.91,GL,1595307327
476,kuche,60.14,-45.24,281.89,62,68,0.91,GL,1595307308
477,karkaralinsk,60.14,-45.24,281.89,62,68,0.91,GL,1595307327
478,sobolevo,60.14,-45.24,281.89,62,68,0.91,GL,1595307327
479,ust-omchug,60.14,-45.24,281.89,62,68,0.91,GL,1595307308
480,zarichne,60.14,-45.24,281.89,62,68,0.91,GL,1595307327
481,sadabad,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
482,gambo,60.14,-45.24,281.89,62,68,0.91,GL,1595307308
483,alice springs,60.14,-45.24,281.89,62,68,0.91,GL,1595307327
484,sosnovo,60.14,-45.24,281.89,62,68,0.91,GL,1595307327
485,jaruco,60.14,-45.24,281.89,62,68,0.91,GL,1595307327
486,iaciara,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
487,hobyo,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
488,acarau,60.14,-45.24,281.89,62,68,0.91,GL,1595307308
489,wundanyi,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
490,baniachang,60.14,-45.24,281.89,62,68,0.91,GL,1595307308
491,mineiros,60.14,-45.24,281.89,62,68,0.91,GL,1595307327
492,westport,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
493,kohat,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
494,boguchar,60.14,-45.24,281.89,62,68,0.91,GL,1595307327
495,port macquarie,60.14,-45.24,281.89,62,68,0.91,GL,1595307327
496,maragogi,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
497,natal,60.14,-45.24,281.89,62,68,0.91,GL,1595307327
498,hualmay,60.14,-45.24,281.89,62,68,0.91,GL,1595307327
499,balkanabat,60.14,-45.24,281.89,62,68,0.91,GL,1595307308
500,kamenskoye,60.14,-45.24,281.89,62,68,0.91,GL,1595307327
501,san vicente,60.14,-45.24,281.89,62,68,0.91,GL,1595307327
502,mahadday weyne,60.14,-45.24,281.89,62,68,0.91,GL,1595307327
503,san ramon,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
504,floresti,60.14,-45.24,281.89,62,68,0.91,GL,1595307327
505,faya,60.14,-45.24,281.89,62,68,0.91,GL,1595307308
506,auki,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
507,ust-kamchatsk,60.14,-45.24,281.89,62,68,0.91,GL,1595307308
508,khromtau,60.14,-45.24,281.89,62,68,0.91,GL,1595307308
509,trofors,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
510,dhoraji,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
511,kedrovyy,60.14,-45.24,281.89,62,68,0.91,GL,1595307327
512,florida,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
513,aripuana,60.14,-45.24,281.89,62,68,0.91,GL,1595307327
514,piopio,60.14,-45.24,281.89,62,68,0.91,GL,1595307308
515,kralendijk,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
516,nzega,60.14,-45.24,281.89,62,68,0.91,GL,1595307308
517,canon city,60.14,-45.24,281.89,62,68,0.91,GL,1595307308
518,yenagoa,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
519,namibe,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
520,guaira,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
521,mamallapuram,60.14,-45.24,281.89,62,68,0.91,GL,1595307308
522,katobu,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
523,neiafu,60.14,-45.24,281.89,62,68,0.91,GL,1595307327
524,karpathos,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
525,amga,60.14,-45.24,281.89,62,68,0.91,GL,1595307327
526,birao,60.14,-45.24,281.89,62,68,0.91,GL,1595307327
527,hambantota,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
528,lander,60.14,-45.24,281.89,62,68,0.91,GL,1595307308
529,doha,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
530,ugoofaaru,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
531,beyneu,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
532,gbarnga,60.14,-45.24,281.89,62,68,0.91,GL,1595307308
533,vardo,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
534,annau,60.14,-45.24,281.89,62,68,0.91,GL,1595307308
535,vao,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
536,san quintin,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
537,qaqortoq,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
538,muroran,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
539,boyolangu,60.14,-45.24,281.89,62,68,0.91,GL,1595307327
540,palabuhanratu,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
541,amderma,60.14,-45.24,281.89,62,68,0.91,GL,1595307327
542,sexsmith,60.14,-45.24,281.89,62,68,0.91,GL,1595307327
543,kamenka,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
544,neuquen,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
545,nuuk,60.14,-45.24,281.89,62,68,0.91,GL,1595307327
546,bolungarvik,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
547,athens,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
548,presidencia roque saenz pena,60.14,-45.24,281.89,62,68,0.91,GL,1595307327
549,kardasova recice,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
550,melfi,60.14,-45.24,281.89,62,68,0.91,GL,1595307327
551,ascension,60.14,-45.24,281.89,62,68,0.91,GL,1595307308
552,muroto,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
553,aswan,60.14,-45.24,281.89,62,68,0.91,GL,1595307308
554,umea,60.14,-45.24,281.89,62,68,0.91,GL,1595307308
555,canutama,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
556,sumter,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
557,calansayan,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
558,san cristobal,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
559,ambon,60.14,-45.24,281.89,62,68,0.91,GL,1595307327
560,aksu,60.14,-45.24,281.89,62,68,0.91,GL,1595307308
561,deputatskiy,60.14,-45.24,281.89,62,68,0.91,GL,1595307327
562,weyburn,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
563,bonavista,60.14,-45.24,281.89,62,68,0.91,GL,1595307308
564,pangoa,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
565,black forest,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
566,warman,60.14,-45.24,281.89,62,68,0.91,GL,1595307308
567,escuintla,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
568,genhe,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
569,belmonte,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
570,preobrazhenskaya,60.14,-45.24,281.89,62,68,0.91,GL,1595307327
571,nantong,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
572,rio gallegos,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
573,keita,60.14,-45.24,281.89,62,68,0.91,GL,1595307308
574,tungor,60.14,-45.24,281.89,62,68,0.91,GL,1595307308
575,salvador,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
576,tual,60.14,-45.24,281.89,62,68,0.91,GL,1595307308
577,buala,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
578,malanje,60.14,-45.24,281.89,62,68,0.91,GL,1595307327
579,monte carmelo,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
580,san rafael del sur,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
581,simao,60.14,-45.24,281.89,62,68,0.91,GL,1595307327
582,yumen,60.14,-45.24,281.89,62,68,0.91,GL,1595307327
583,salekhard,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
584,volkhov,60.14,-45.24,281.89,62,68,0.91,GL,1595307308
585,panzhihua,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
586,candawaga,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
587,bloomingdale,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
588,krasnoarmeysk,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
589,longyearbyen,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
590,flinders,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
591,hervey bay,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
592,chake chake,60.14,-45.24,281.89,62,68,0.91,GL,1595307327
593,lujan,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
594,bjornevatn,60.14,-45.24,281.89,62,68,0.91,GL,1595307327
595,atasu,60.14,-45.24,281.89,62,68,0.91,GL,1595307327
596,porto novo,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
597,mehamn,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
598,sal rei,60.14,-45.24,281.89,62,68,0.91,GL,1595307308
599,khandbari,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
600,kasane,60.14,-45.24,281.89,62,68,0.91,GL,1595307327
601,ilhabela,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
602,kansanshi,60.14,-45.24,281.89,62,68,0.91,GL,1595307327
603,ipameri,60.14,-45.24,281.89,62,68,0.91,GL,1595307327
604,college,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
605,ust-nera,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
606,yakovlevka,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
607,pontianak,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
608,ruteng,60.14,-45.24,281.89,62,68,0.91,GL,1595307308
609,kalakamati,60.14,-45.24,281.89,62,68,0.91,GL,1595307327
610,zyryanka,60.14,-45.24,281.89,62,68,0.91,GL,1595307327
611,fort-shevchenko,60.14,-45.24,281.89,62,68,0.91,GL,1595307308
612,bubaque,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
613,cozumel,60.14,-45.24,281.89,62,68,0.91,GL,1595307325
614,urdzhar,60.14,-45.24,281.89,62,68,0.91,GL,1595307308
615,rawannawi,60.14,-45.24,281.89,62,68,0.91,GL,1595307327
